CarWaitTime,carFlex,ReqFlex
0.059259711,1.2,1.4
0.058771605,1.2,1.5
0.058722402,1.2,1.6
0.059195597,1.2,1.7
0.058976622,1.2,1.8
0.059180064,1.2,1.9
0.060220683,1.2,2
0.059345587,1.2,2.1
0.058729949,1.2,2.2
0.060092272,1.2,2.3
0.059912388,1.2,2.4
0.060538686,1.2,2.5
0.059730195,1.2,2.6
0.060972388,1.2,2.7
0.060594117,1.2,2.8
0.06106266,1.2,2.9
0.059918176,1.2,3
0.094990418,1.3,1.1
0.094479194,1.3,1.2
0.095055411,1.3,1.3
0.096714232,1.3,1.4
0.095168104,1.3,1.5
0.096826119,1.3,1.6
0.097445713,1.3,1.7
0.097143793,1.3,1.8
0.098808183,1.3,1.9
0.098099892,1.3,2
0.097027949,1.3,2.1
0.099085557,1.3,2.2
0.097362842,1.3,2.3
0.098552351,1.3,2.4
0.097386655,1.3,2.5
0.098639765,1.3,2.6
0.097752213,1.3,2.7
0.098390015,1.3,2.8
0.097333862,1.3,2.9
0.099107685,1.3,3
0.128732869,1.4,1.1
0.131573543,1.4,1.2
0.131751888,1.4,1.3
0.134512804,1.4,1.4
0.133718162,1.4,1.5
0.13433684,1.4,1.6
0.13586791,1.4,1.7
0.136696185,1.4,1.8
0.135122067,1.4,1.9
0.135302611,1.4,2
0.136669403,1.4,2.1
0.137354943,1.4,2.2
0.13689054,1.4,2.3
0.135845452,1.4,2.4
0.136185034,1.4,2.5
0.138022787,1.4,2.6
0.136177707,1.4,2.7
0.136677537,1.4,2.8
0.137308158,1.4,2.9
0.136476989,1.4,3
0.167510219,1.5,1.1
0.1687534,1.5,1.2
0.170569281,1.5,1.3
0.174001485,1.5,1.4
0.172977279,1.5,1.5
0.172772226,1.5,1.6
0.174769383,1.5,1.7
0.176288107,1.5,1.8
0.17649807,1.5,1.9
0.176295397,1.5,2
0.176814901,1.5,2.1
0.176991818,1.5,2.2
0.176813619,1.5,2.3
0.177352063,1.5,2.4
0.179004143,1.5,2.5
0.176448464,1.5,2.6
0.176141708,1.5,2.7
0.177565946,1.5,2.8
0.178510578,1.5,2.9
0.17678768,1.5,3
0.060334301,1.2,1.5
0.060594877,1.2,1.5
0.060676343,1.2,1.5
0.05699542,1.2,1.5
0.058906656,1.2,1.5
0.060079083,1.2,1.5
0.059701765,1.2,1.5
0.061004242,1.2,1.5
0.060059202,1.2,1.5
0.06044089,1.2,1.5
